PID,UR,Alias,Merged,Deleted,familyName,givenName,birthdate,sex,streetNo,streetName,shortStreetType,suburb,state,postcode,country,sa1,meshblock,longitude,latitude,mobile,homePhone,businessPhone,email,medicareNo,dvaNo,dvaType,height,weight,waist,hips,married,race,deathDate
500287,306179,,,,REEVESDE,HAZELJK,1945-11-04,F,50,CALYTRIX,RD,KARAMA,NT,0812,AUS,70102101904,70007670000,130.91432771,-12.39262312,0491570159,0755505064,0770100866,hazeljk.reevesde@his4ehr.com,59846805952,,,159,54.9,60,80,W,4,
500288,306201,,,,PAINEOP,JOSEPHFG,1970-10-29,M,28,IRVINE,ST,TENNANT CREEK,NT,0860,AUS,70202105611,70032124000,134.182013,-19.6333992,0491570110,0755504675,0770101097,josephfg.paineop@his4ehr.com,59856579412,,,183,67.9,71,92,M,4,
500289,306223,,,,WALKERHI,TONIFG,1977-10-27,F,13,HOWARD SPRINGS,RD,HOWARD SPRINGS,NT,0835,AUS,70103103120,70020050000,131.01943679,-12.50365261,0491570156,0755505678,0770101263,tonifg.walkerhi@his4ehr.com,51432275561,,,168,37.8,41,55,S,4,
500290,306245,,,,VIANELLOSYZ,JANEKL,1945-11-04,F,805,FLORINA,RD,COSSACK,NT,0850,AUS,70205106713,70019110000,132.18744287,-14.5197914,0491570158,0755503817,0770102444,janekl.vianellosyz@his4ehr.com,56704128513,,,151,59.7,61,79,M,4,
500291,306267,,,,CHARLESYZ,AFTONIJ,1974-10-28,F,47,PROGRESS,DR,NIGHTCLIFF,NT,0810,AUS,70102102508,70011250000,130.85105671,-12.38879412,0491570157,0755500124,0770104983,aftonij.charlesyz@his4ehr.com,55383699845,,,165,62.8,66,117,W,4,
500292,306288,,,,REIDQR,MERLINJK,1950-11-03,U,81,CULLEN BAY,CR,LARRAKEYAH,NT,0820,AUS,70101100501,70008180000,130.82217035,-12.45364433,0491570158,0755508497,0770103776,merlinjk.reidqr@his4ehr.com,58698177535,,,180,71.4,77,87,S,4,
500293,306310,,,,BROWNPQ,CURTISTU,1955-11-02,M,2,TEE,CT,MARRARA,NT,0812,AUS,70102102201,70009750000,130.89522295,-12.39992041,0491570157,0755508412,0770100813,curtistu.brownpq@his4ehr.com,55414780822,,,179,98.2,104,138,M,1,
500294,306332,,,,MOHAMEDDE,TABITHAJK,1976-10-27,F,19,ELLIOTT,ST,BRAITLING,NT,0870,AUS,70201104509,70000490000,133.86862858,-23.68329798,0491570159,0755506654,0770103710,tabithajk.mohamedde@his4ehr.com,50987155063,,,174,67.3,75,91,W,4,
500295,306353,,,,DICKSONYZ,EHTELVW,1949-11-03,F,16B,KLYN,CCT,NHULUNBUY,NT,0880,AUS,70204106409,70022150000,136.77336029,-12.18542527,0491570156,0755503100,0770104496,ehtelvw.dicksonyz@his4ehr.com,50810612364,SP727892E,WHT,161,64.9,71,87,M,4,
500296,306375,,,,GOUDIEHI,ISADORAAB,1939-11-06,F,129,TIMEAPATUA,CCT,WURRUMIYANGA,NT,0822,AUS,70203106003,70032730000,130.62883928,-11.76085247,0491570158,0755500208,0770104107,isadoraab.goudiehi@his4ehr.com,55741438121,,,163,80.3,90,104,D,4,
500297,306397,,,,COUCHST,MICHAELAB,1948-11-03,M,168,KURRAJONG,DR,EAST SIDE,NT,0870,AUS,70201104615,70002480000,133.90189818,-23.69046745,0491570159,0755509922,0770108461,michaelab.couchst@his4ehr.com,50888664735,SSS17524D,WHT,171,88.6,92,117,M,4,
500298,306418,,,,PIVOVAROFFWX,WILLIAMEF,1944-11-04,M,8,WRIGHT,CR,GRAY,NT,0830,AUS,70104103904,70023570000,130.98076821,-12.48797845,0491570159,0755501069,0770108023,williamef.pivovaroffwx@his4ehr.com,57932789611,,,168,78.1,81,87,S,4,
500299,306439,,,,COOPERUV,KIMNO,1941-11-05,M,17,GOOSEBERRY,ST,ZUCCOLI,NT,0832,AUS,70104104216,73841000000,131.00515582,-12.50939762,0491570159,0755503226,0770109400,kimno.cooperuv@his4ehr.com,51906401811,,,173,67.6,72,68,S,4,
500300,306460,,,,FEATHERSTONE-WITTYDE,MONIKADE,1967-10-30,F,50,MARINA,BVD,LARRAKEYAH,NT,0820,AUS,70101100501,70035860000,130.82362484,-12.45154881,0491570159,0755508265,0770105511,monikade.featherstone-wittyde@his4ehr.com,59867958353,,,164,88.5,93,140,M,4,
500301,306482,,,,HEMMINGSJK,VICTORCD,1977-10-27,M,,ROSS,RD,VENN,NT,0852,AUS,70205106722,70016340000,132.43424511,-14.51335115,0491570156,0755500062,0770109126,victorcd.hemmingsjk@his4ehr.com,56536686974,,,178,100.7,104,104,S,4,
500302,306504,,,,MAKSIMOVICHGH,JACKTU,1965-10-30,M,11,DRIPSTONE,RD,ALAWA,NT,0810,AUS,70102101005,70005260000,130.88049971,-12.37738512,0491570156,0755500548,0770102711,jacktu.maksimovichgh@his4ehr.com,55314775932,,,175,84.8,85,91,S,4,
500303,306525,,,,COLLEYXY,ALEJANDRAOP,1947-11-04,F,23,PINAROO,CR,JABIRU,NT,0886,AUS,70203105712,70018171000,132.83719396,-12.66946881,0491570156,0755508257,0770106142,alejandraop.colleyxy@his4ehr.com,55333453564,,,162,83.7,92,130,S,4,
500304,306547,,,,HIBBARDGH,ELEANORWX,1941-11-05,F,4,CLOUGH,CT,KATHERINE,NT,0850,AUS,70205106703,70019260000,132.2663817,-14.45959157,0491570157,0755506322,0770105409,eleanorwx.hibbardgh@his4ehr.com,54322128734,,,147,85.4,86,138,S,4,
500305,306568,,,,BABTISTJK,PENNYGH,1959-11-01,F,18,CUNJEVOI,CR,NIGHTCLIFF,NT,0810,AUS,70102102501,70010791000,130.84870918,-12.38056714,0491570156,0755502653,0770102617,pennygh.babtistjk@his4ehr.com,54277333865,,,170,89.9,100,136,M,4,
500306,306589,,,,MARTINOP,CARLEF,1970-10-29,M,44,FLAMETREE,CCT,ROSEBERY,NT,0832,AUS,70104104301,70025140000,130.9855087,-12.50229112,0491570156,0755506684,0770105075,carlef.martinop@his4ehr.com,57494963511,,,181,77.4,79,79,W,4,
500307,306610,,,,DOBSONLM,FABIANRS,1964-10-30,M,31,V.R.D.,DR,LEANYER,NT,0812,AUS,70102102005,70008730000,130.89587023,-12.36927815,0491570159,0755504175,0770100022,fabianrs.dobsonlm@his4ehr.com,59844864071,,,187,91.4,99,105,M,4,
500308,306631,,,,MATTHEWQR,JONATHANGH,1950-11-03,M,27,OLIVER,ST,RAPID CREEK,NT,0810,AUS,70102102607,70011840000,130.86101094,-12.38105141,0491570158,0755508867,0770108429,jonathangh.matthewqr@his4ehr.com,52013320621,,,171,83.9,87,97,M,4,
500309,306652,,,,LAVENDERLM,TONIRS,1951-11-03,F,61,MILKWOOD,CCT,KARAMA,NT,0812,AUS,70102101905,70007880000,130.91861973,-12.39670182,0491570158,0755505683,0770101985,tonirs.lavenderlm@his4ehr.com,55201509173,SP218773E,WHT,161,81.9,88,110,M,4,
500310,306673,,,,THOMPSONLM,LESLIEUV,1949-11-03,M,43,PEARCE,ST,KATHERINE SOUTH,NT,0850,AUS,70205106704,70019320000,132.26057913,-14.46849359,0491570156,0755506473,0770103533,leslieuv.thompsonlm@his4ehr.com,54173094925,,,165,87.1,87,84,S,4,
500311,306694,,,,KNIGHTDE,ZACHARYKL,1974-10-28,U,4,GRIFFITH,CT,DURACK,NT,0830,AUS,70104103814,70016395700,130.9736407,-12.47381512,0491570110,0755507738,0770105541,zacharykl.knightde@his4ehr.com,55032861471,,,176,62.4,62,72,S,4,
500312,306715,,,,COMERFORDVW,JORGENO,1967-10-30,M,30,CUTHBERTSON,CR,MOULDEN,NT,0830,AUS,70104104004,70024030000,130.97299534,-12.51373853,0491570159,0755505637,0770103327,jorgeno.comerfordvw@his4ehr.com,50340216933,,,178,66.8,68,88,S,4,
500313,306737,,,,LAZINSKIBC,RUTHST,1965-10-30,F,25,NOLTENIUS,CCT,GRAY,NT,0830,AUS,70104103907,70023561000,130.9850107,-12.49005712,0491570158,0755500119,0770107045,ruthst.lazinskibc@his4ehr.com,51083392331,,,157,50.8,51,65,M,4,
500314,306759,,,,WAINSCOATDE,MICHAELBC,1957-11-01,M,79,LARAPINTA,DR,ARALUEN,NT,0870,AUS,70201104812,70001300000,133.8612923,-23.70218222,0491570159,0755502580,0770106635,michaelbc.wainscoatde@his4ehr.com,57590014574,,,181,91.3,97,99,S,4,
500315,306780,,,,WARNERBC,VANESSABC,1940-11-05,F,25,PRUEN,RD,BERRIMAH,NT,0828,AUS,70102101209,70014161000,130.92713573,-12.43592433,0491570110,0755509600,0770105537,vanessabc.warnerbc@his4ehr.com,56165033764,,,155,74.5,79,130,M,4,
500316,306801,,,,GAETKEBC,LUISAB,1943-11-05,M,7,TIWI,GDNS,TIWI,NT,0810,AUS,70102102701,70012880000,130.87421069,-12.36283548,0491570158,0755502939,0770107129,luisab.gaetkebc@his4ehr.com,57087393441,,,174,62.8,67,85,M,4,
500317,306823,,,,PHILLIPSRS,MARYVW,1963-10-31,F,24,CARRINGTON,ST,MILLNER,NT,0810,AUS,70102102305,70009960000,130.86674357,-12.39101479,0491570110,0755507976,0770104504,maryvw.phillipsrs@his4ehr.com,55097273054,,,160,95.2,99,157,M,4,
500318,306844,,,,HOGANNO,JOHNFG,1976-10-27,M,64A,GAP,RD,THE GAP,NT,0870,AUS,70201104907,70002820000,133.87314352,-23.71497548,0491570110,0755506903,0770105202,johnfg.hoganno@his4ehr.com,50595075075,,,179,81.2,84,101,M,4,
500319,306865,,,,MILLERUV,JENNIFERUV,1978-10-27,F,11,MIMOSA,AV,NHULUNBUY,NT,0880,AUS,70204106413,70022020000,136.78209196,-12.18486906,0491570157,0755505142,0770106742,jenniferuv.milleruv@his4ehr.com,52667080053,,,168,68.2,74,114,S,1,
500320,306886,,,,SHARMANXY,REGINAGH,1971-10-29,F,24,ODEGAARD,DR,ROSEBERY,NT,0832,AUS,70104104318,70024840000,130.99336026,-12.50573524,0491570156,0755506795,0770103437,reginagh.sharmanxy@his4ehr.com,53527442263,,,151,87.3,84,122,S,4,
500321,306907,,,,SHAWVW,JOHNRS,1976-10-27,M,9,YIRRA,CR,ROSEBERY,NT,0832,AUS,70104104318,70024840000,130.9921737,-12.50590309,0491570159,0755505312,0770106870,johnrs.shawvw@his4ehr.com,59457529232,,,182,89.4,94,140,S,4,
500322,306929,,,,WITTWX,TERRYOP,1978-10-27,M,8844,STUART,HWY,HUGH,NT,0872,AUS,70201105216,70016427800,133.45876559,-24.33950952,0491570157,0755504020,0770109101,terryop.wittwx@his4ehr.com,58268679324,,,178,91.5,95,127,M,4,
500323,306950,,,,ROSELM,LAVERNEMN,1967-10-30,F,12,SITTELLA,RD,HOWARD SPRINGS,NT,0835,AUS,70103103109,70020550000,131.06566688,-12.49188555,0491570158,0755502052,0770105157,lavernemn.roselm@his4ehr.com,57835492721,,,173,85.3,95,122,S,4,
500324,306972,,,,WEST-ALLANHI,RODCD,1969-10-29,M,6,NIGHTJAR,RD,HOWARD SPRINGS,NT,0835,AUS,70103103110,70021280000,131.04451905,-12.49857754,0491570159,0755505735,0770100988,rodcd.west-allanhi@his4ehr.com,59289697131,,,174,87.4,87,102,M,1,
500325,306994,,,,STEPHENSENWX,ALICEVW,1968-10-29,F,13,CASSIA,CT,KATHERINE EAST,NT,0850,AUS,70205106723,70019210000,132.28536962,-14.47006615,0491570157,0755504267,0770108904,alicevw.stephensenwx@his4ehr.com,52875289841,,,162,95.4,99,101,M,4,
500326,307015,,,,WELLSHI,ROBERTPQ,1973-10-28,M,16,GUNN,CR,GUNN,NT,0832,AUS,70104104101,70016416700,130.9914647,-12.49179112,0491570156,0755504962,0770108856,robertpq.wellshi@his4ehr.com,58804622974,,,173,79.8,78,84,W,4,
500327,307037,,,,SADAUSKASKL,CHARLOTTEPQ,1974-10-28,F,42,BUCHANAN,TCE,NAKARA,NT,0810,AUS,70102101303,70010470000,130.8732161,-12.37090491,0491570157,0755503388,0770106297,charlottepq.sadauskaskl@his4ehr.com,55394917332,,,173,74.2,81,100,W,4,
500328,307058,,,,HANGDE,PATRICIAGH,1962-10-31,F,3,TARAKAN,CT,JOHNSTON,NT,0832,AUS,70104104215,73806000000,131.00565787,-12.49979585,0491570158,0755502779,0770101884,patriciagh.hangde@his4ehr.com,52429120342,,,153,73.2,73,106,S,4,
500329,307080,,,,DHILLIONQR,TYRONEWX,1971-10-29,M,12,HARVEY,ST,DARWIN CITY,NT,0800,AUS,70101100231,73833000000,130.84303714,-12.45590775,0491570110,0755507768,0770101539,tyronewx.dhillionqr@his4ehr.com,55877882464,,,176,65.7,65,67,W,4,
500330,307102,,,,BOYDCD,ETHELLM,1941-11-05,F,22604,CALVERT,RD,CALVERT,NT,0862,AUS,70205106603,70016382900,137.25674585,-17.20722751,0491570159,0755507880,0770100545,ethellm.boydcd@his4ehr.com,56285731533,,,165,70.1,79,98,D,4,
500331,307124,,,,VILBAIJ,RAYMONDIJ,1978-10-27,M,191,LEANYER,DR,LEANYER,NT,0812,AUS,70102102002,70008710000,130.90430578,-12.38201459,0491570158,0755501045,0770100171,raymondij.vilbaij@his4ehr.com,53797155415,SSS73613C,ORN,177,71.4,74,75,S,4,
500332,307146,,,,MILTONCD,PAULQR,1953-11-02,M,11,ASTROLABE,CT,WOODROFFE,NT,0830,AUS,70104104402,70024390000,130.9782137,-12.49587912,0491570156,0755501797,0770102776,paulqr.miltoncd@his4ehr.com,57735713274,SPX14491E,WHT,166,70.6,70,75,D,4,
500333,307167,,,,TAYLORAB,MICHAELPQ,1943-11-05,M,13,MELALEUKA,CL,NHULUNBUY,NT,0880,AUS,70204106415,70022130000,136.77206392,-12.17429201,0491570159,0755502628,0770102980,michaelpq.taylorab@his4ehr.com,53185602462,,,171,74.4,78,78,M,4,
500334,307188,,,,JATTANST,DOMINGACD,1964-10-30,F,171,HIDDEN VALLEY,RD,HIDDEN VALLEY,NT,0822,AUS,70102101501,70016428500,130.90833543,-12.44604262,0491570158,0755506905,0770102152,domingacd.jattanst@his4ehr.com,57835134415,,,167,82.5,89,126,S,4,
500335,307210,,,,BRADLEYBC,TONIIJ,1956-11-01,F,43,GREVILLEA,RD,KATHERINE EAST,NT,0850,AUS,70205106720,70018550000,132.28178107,-14.46413686,0491570156,0755507794,0770101380,toniij.bradleybc@his4ehr.com,58853304854,,,154,75.7,77,82,M,4,
500336,307232,,,,EARNSHAWTU,ADRIANFG,1949-11-03,M,129,SMITH,ST,LARRAKEYAH,NT,0820,AUS,70101100504,70008370000,130.83277029,-12.45483235,0491570159,0755508878,0770103313,adrianfg.earnshawtu@his4ehr.com,53691410754,,,172,72.3,75,95,D,4,
500337,307254,,,,BRODIEJK,JAMESBC,1970-10-29,M,5,GARDINER,ST,DARWIN CITY,NT,0800,AUS,70101100229,70006402000,130.84359161,-12.45980364,0491570157,0755509701,0770104918,jamesbc.brodiejk@his4ehr.com,52887303241,,,178,77.6,79,69,M,4,
500338,307276,,,,DIAZ-MARTINEZIJ,TONIST,1959-11-01,F,5,LAMPINYTJA,ST,KINTORE,NT,0872,AUS,70201105303,70030940000,129.38701724,-23.27824904,0491570157,0755507427,0770108609,tonist.diaz-martinezij@his4ehr.com,58163756314,,,149,75.3,74,97,S,4,
500339,307298,,,,AZZOPARDIPQ,JOEYZ,1957-11-01,M,2,BARRETT,DR,DESERT SPRINGS,NT,0870,AUS,70201104910,70001960000,133.88256063,-23.70889235,0491570156,0755501639,0770109360,joeyz.azzopardipq@his4ehr.com,55687408541,SGW22567A,WHT,168,97.5,97,107,M,4,
500340,307320,,,,PRUSSIANEF,JOHNRS,1973-10-28,M,17888,STUART,HWY,BURT PLAIN,NT,0872,AUS,70201105201,70028300000,133.8652873,-23.58264088,0491570158,0755503648,0770109010,johnrs.prussianef@his4ehr.com,56201234135,,,181,77.1,79,103,M,4,
500341,307341,,,,GORDONIJ,JOHNWX,1945-11-04,M,22604,CALVERT,RD,CALVERT,NT,0862,AUS,70205106603,70016382900,137.25674585,-17.20722751,0491570158,0755508227,0770109525,johnwx.gordonij@his4ehr.com,50015261612,,,174,74.9,80,104,M,4,
500342,307362,,,,HANLONPQ,MARYGH,1964-10-30,F,18,GOSSE,CCT,GUNN,NT,0832,AUS,70104104108,70023851000,130.9949107,-12.48608612,0491570158,0755508516,0770105771,marygh.hanlonpq@his4ehr.com,56034642851,,,159,78.0,80,106,D,4,
500343,307383,,,,KEASTAB,EVERETTLM,1967-10-30,M,23670,CARPENTARIA,HWY,MCARTHUR,NT,0852,AUS,70205106602,70016417400,135.30674683,-16.72976042,0491570156,0755506920,0770105807,everettlm.keastab@his4ehr.com,54229867714,,,183,83.7,88,95,M,4,
500344,307404,,,,PERRYST,INAXY,1955-11-02,F,5,MYRTLE,ST,NIGHTCLIFF,NT,0810,AUS,70102102502,70011010000,130.8551254,-12.38623592,0491570158,0755500401,0770103904,inaxy.perryst@his4ehr.com,56330762241,,,155,82.3,85,101,S,4,
500345,307425,,,,MOUSTAFIJ,KATHRYNCD,1956-11-01,F,20A,CAREELA,ST,EATON,NT,0820,AUS,70101100608,70014192000,130.85849104,-12.42139454,0491570159,0755509605,0770101096,kathryncd.moustafij@his4ehr.com,53750170064,,,166,84.7,93,103,S,4,
500346,307446,,,,BYRNEUV,CARLKL,1944-11-04,M,4,BAINES,ST,LEANYER,NT,0812,AUS,70102102003,70008650000,130.90072671,-12.37161512,0491570110,0755508323,0770107890,carlkl.byrneuv@his4ehr.com,59550112014,,,172,79.2,84,92,W,4,
500347,307467,,,,PEDERSENST,DERRICKFG,1965-10-30,M,5,MORAY,ST,KARAMA,NT,0812,AUS,70102101911,70007660000,130.91920645,-12.40704039,0491570156,0755507439,0770101643,derrickfg.pedersenst@his4ehr.com,55395307925,,,182,81.1,85,102,D,4,
500348,307489,,,,REDMANTU,JULIEAB,1974-10-28,F,164,STEPHENS,RD,MOUNT JOHNS,NT,0874,AUS,70201104912,70016388500,133.89570128,-23.72336025,0491570157,0755501925,0770103374,julieab.redmantu@his4ehr.com,56474354823,,,164,54.6,57,69,M,4,
500349,307510,,,,GLEESONNO,TONIHI,1972-10-28,F,8,GARDINER,ST,DARWIN CITY,NT,0800,AUS,70101100226,70016402300,130.84417321,-12.46000425,0491570158,0755508769,0770103627,tonihi.gleesonno@his4ehr.com,55879242014,,,157,53.7,53,86,S,4,
500350,307532,,,,JOHNSONWX,THEODORELM,1973-10-28,M,35,ARRKWETYETHERRE,CCT,FLYNN,NT,0875,AUS,70201104702,70001090000,133.85335437,-23.71535904,0491570157,0755501267,0770109921,theodorelm.johnsonwx@his4ehr.com,54570366051,,,179,55.3,56,56,S,2,
500351,307554,,,,CARMODYCD,SHARONEF,1948-11-03,F,9,PROGRESS,DR,COCONUT GROVE,NT,0810,AUS,70102101601,70006670000,130.85496659,-12.38871804,0491570157,0755500360,0770101687,sharonef.carmodycd@his4ehr.com,56228777641,,,152,71.8,74,111,S,4,
500352,307576,,,,AMEDEGH,MICHAELNO,1974-10-28,M,58,VAN SENDEN,AV,ARALUEN,NT,0870,AUS,70201104811,70000890000,133.8580731,-23.70449225,0491570159,0755509832,0770108003,michaelno.amedegh@his4ehr.com,56158960233,,,182,65.1,67,65,D,4,
500353,307598,,,,STORERKL,ANDREATU,1977-10-27,F,5,EUGENIA,AV,NHULUNBUY,NT,0880,AUS,70204106408,70016409500,136.7899638,-12.18751101,0491570158,0755506444,0770100314,andreatu.storerkl@his4ehr.com,50859719432,,,160,95.3,98,138,S,4,
500354,307620,,,,SARGENTTU,TERRYCD,1974-10-28,F,830,ANZAC,PDE,MIDDLE POINT,NT,0822,AUS,70103103508,70019880000,131.3308115,-12.563168,0491570156,0755500963,0770108394,terrycd.sargenttu@his4ehr.com,56137072133,,,159,72.2,73,99,M,4,
500355,307642,,,,FORRESTPQ,DANIELJK,1969-10-29,M,15,SAVANNAH,DR,LEANYER,NT,0812,AUS,70102102001,70009020000,130.89983343,-12.37870163,0491570157,0755505465,0770105054,danieljk.forrestpq@his4ehr.com,59836938174,,,188,73.0,78,76,S,1,
500356,307663,,,,WILKIEDE,SOCORROHI,1955-11-02,F,6,PHOENIX,CCT,DURACK,NT,0830,AUS,70104103804,70023280000,130.9664527,-12.47011412,0491570156,0755505721,0770107813,socorrohi.wilkiede@his4ehr.com,51899072155,S 700897 ,GOL,166,82.0,90,126,S,4,
500357,307685,,,,FORRESTUV,MARYUV,1962-10-31,F,31,LARAPINTA,DR,GILLEN,NT,0870,AUS,70201104708,70001320000,133.86902203,-23.70141813,0491570157,0755508129,0770109796,maryuv.forrestuv@his4ehr.com,51604254114,,,164,59.2,63,80,M,4,
500358,307707,,,,RENTSCHLERQR,PAULCD,1958-11-01,M,16,GUNBALANYA,RD,GUNBALANYA,NT,0822,AUS,70203106101,70016398300,133.0549102,-12.32543805,0491570157,0755502416,0770106184,paulcd.rentschlerqr@his4ehr.com,59367446874,,,175,73.5,76,74,M,4,
500359,307728,,,,PHUNGGH,NICHOLASST,1943-11-05,M,16,CHRISTIE,ST,FANNIE BAY,NT,0820,AUS,70101100403,70007230000,130.83890853,-12.42551011,0491570156,0755501777,0770109499,nicholasst.phunggh@his4ehr.com,54746909635,,,177,84.7,92,96,M,4,
500360,307749,,,,PERRYMN,ALFREDQR,1954-11-02,M,17,KURKARA,CR,YULARA,NT,0872,AUS,70201105010,70025771000,130.9854209,-25.23726263,0491570157,0755500693,0770104597,alfredqr.perrymn@his4ehr.com,59936992672,,,176,73.2,77,77,S,4,
500361,307771,,,,MURRAYHI,MARIAFG,1967-10-30,F,7,KURALA,CCT,GUNN,NT,0832,AUS,70104104105,70016393100,130.9972367,-12.48731912,0491570156,0755502143,0770100326,mariafg.murrayhi@his4ehr.com,59495840872,SKM73968 ,ORN,160,73.5,76,117,S,4,
500362,307793,,,,NELSONOP,DIANAEF,1958-11-01,F,1,HEFFERNAN,CR,ANMATJERE,NT,0872,AUS,70201105408,70003190000,133.26288624,-22.12393021,0491570110,0755509914,0770106079,dianaef.nelsonop@his4ehr.com,56145477571,,,168,67.9,75,71,S,4,
500363,307815,,,,MCCALLTU,VICTORBC,1978-10-27,M,1,LELA,CT,MOULDEN,NT,0830,AUS,70104104004,70024030000,130.97244741,-12.51281618,0491570156,0755507577,0770100059,victorbc.mccalltu@his4ehr.com,51248111553,,,173,40.0,40,45,M,4,
500364,307837,,,,THONGTHANAWATAB,SUSANCD,1956-11-01,F,17,FRANCIS,ST,MILLNER,NT,0810,AUS,70102102301,70009910000,130.86015271,-12.38922512,0491570157,0755507672,0770103275,susancd.thongthanawatab@his4ehr.com,55466441733,,,159,63.6,67,95,S,4,
500365,307859,,,,WARNERST,RANDELLGH,1965-10-30,M,28,NEEDHAM,TCE,KATHERINE EAST,NT,0850,AUS,70205106727,70019000000,132.29573651,-14.46759593,0491570157,0755506497,0770105373,randellgh.warnerst@his4ehr.com,53666783011,,,176,98.6,100,121,M,4,
500366,307880,,,,BOWDENOP,EVERETTLM,1964-10-30,M,55,TUNCKS,RD,DESERT SPRINGS,NT,0870,AUS,70201104910,70002690000,133.8852356,-23.70580476,0491570158,0755505409,0770109018,everettlm.bowdenop@his4ehr.com,53283068774,,,183,87.9,93,107,S,4,
500367,307901,,,,BATESCD,KARENOP,1948-11-03,F,19641,STUART,HWY,GHAN,NT,0872,AUS,70201105008,70025241000,133.20185306,-25.19582706,0491570156,0755503188,0770106630,karenop.batescd@his4ehr.com,57386047615,,,156,74.9,79,104,S,4,
500368,307922,,,,SIMSPQ,JOHNPQ,1969-10-29,M,5,DUTTON,CT,DRIVER,NT,0830,AUS,70104103706,70022950000,130.9711357,-12.48248814,0491570156,0755502323,0770109531,johnpq.simspq@his4ehr.com,58157309861,,,183,77.8,81,79,S,4,
500369,307944,,,,CANARIOHI,KIMBERLYHI,1970-10-29,F,2,YERRAMP,RD,YUELAMU,NT,0872,AUS,70201105404,70018010000,132.20840702,-22.25524131,0491570157,0755501043,0770105119,kimberlyhi.canariohi@his4ehr.com,55875435221,,,168,78.0,83,91,M,4,
500370,307966,,,,DEVINEMN,JAMESIJ,1961-10-31,M,23,AMBROSE,ST,TENNANT CREEK,NT,0860,AUS,70202105604,70031980000,134.19019739,-19.65120322,0491570159,0755505585,0770105361,jamesij.devinemn@his4ehr.com,54160739114,,,183,91.3,98,99,S,4,
500371,307988,,,,SCOTTXY,SHERELLBC,1965-10-30,F,29,MCGRATH,ST,BELLAMACK,NT,0832,AUS,70104104317,70016395400,130.98329658,-12.51668063,0491570159,0755508544,0770108569,sherellbc.scottxy@his4ehr.com,52747977215,,,159,92.5,95,121,S,4,
500372,308010,,,,RYANRS,TERIIJ,1970-10-29,F,48,MATLA,CR,LYONS,NT,0810,AUS,70102102105,70009062000,130.89051064,-12.36047394,0491570158,0755501669,0770104895,teriij.ryanrs@his4ehr.com,57905543414,,,159,76.6,78,125,S,4,
500373,308032,,,,PERVERSIAB,ROBERTPQ,1953-11-02,M,6,GRIGGS,ST,TENNANT CREEK,NT,0860,AUS,70202105614,70031830000,134.19700139,-19.65013122,0491570159,0755503116,0770100943,robertpq.perversiab@his4ehr.com,50125898452,,,181,81.4,88,75,S,4,
500374,308054,,,,REILLYBC,MARYEF,1969-10-29,F,275,BARA,ST,ALYANGULA,NT,0885,AUS,70204106206,70016388100,136.41378602,-13.84538588,0491570157,0755501129,0770105520,maryef.reillybc@his4ehr.com,55750439841,,,168,67.0,72,96,S,4,
500375,308075,,,,MCALLISTERYZ,MARIEVW,1949-11-03,F,18,WELLINGTON,PDE,ALAWA,NT,0810,AUS,70102101001,70005230000,130.87274384,-12.37951723,0491570156,0755501609,0770100920,marievw.mcallisteryz@his4ehr.com,50708074772,,,163,73.6,81,101,S,4,
500376,308096,,,,BARROWUV,PHILLIPKL,1947-11-04,M,8,KOOYONGA,PDE,DURACK,NT,0830,AUS,70104103818,70023200000,130.9688987,-12.46869012,0491570110,0755504449,0770105481,phillipkl.barrowuv@his4ehr.com,58441660415,,,166,73.7,75,82,M,4,
500377,308118,,,,CONNELLIJ,BRENTYZ,1973-10-28,M,37,KALYMNOS,DR,KARAMA,NT,0812,AUS,70102101906,70007790000,130.91569642,-12.40095966,0491570157,0755505005,0770102576,brentyz.connellij@his4ehr.com,59746623215,,,185,100.4,105,148,S,4,
500378,308140,,,,GARVEYJK,HAROLDCD,1942-11-05,M,8,OLEANDER,CR,EAST SIDE,NT,0870,AUS,70201104609,70002350000,133.89930625,-23.69244838,0491570159,0755506752,0770104694,haroldcd.garveyjk@his4ehr.com,51319008915,,,171,76.5,81,102,M,4,
500379,308161,,,,RICHARDSFG,MICHAELOP,1978-10-27,M,38,CYCAD,CCT,LEE POINT,NT,0810,AUS,70102102103,70016390400,130.89290475,-12.35003435,0491570156,0755501874,0770102437,michaelop.richardsfg@his4ehr.com,54202491735,,,176,98.5,102,111,M,4,
500380,308182,,,,CHIONNAIJ,JEANHI,1962-10-31,M,22,ORANIA,ST,DURACK,NT,0830,AUS,70104103804,70023410000,130.9643457,-12.46849912,0491570158,0755502837,0770104941,jeanhi.chionnaij@his4ehr.com,54019507344,,,182,87.4,92,97,D,4,
500381,308203,,,,PARKERKL,CAROLYNKL,1955-11-02,F,215,BROOKING,CCT,VIRGINIA,NT,0834,AUS,70103103407,70021170000,131.01296433,-12.54778213,0491570110,0755508669,0770103239,carolynkl.parkerkl@his4ehr.com,54792276855,,,160,67.1,71,102,S,4,
500382,308224,,,,UNDERWOODYZ,MICHAELNO,1941-11-05,M,18,ROTHDALE,RD,MOIL,NT,0810,AUS,70102102404,70010250000,130.87859043,-12.39297957,0491570110,0755504105,0770107662,michaelno.underwoodyz@his4ehr.com,58249308954,,,173,99.7,106,109,S,4,
